"record_type","id","title","original_hash","new_hash","changed_fields","source_ids_before","source_ids_after","source_or_license_issue_removed","production_eligible","review_status"
"knowledge_card","OS-MSK-002","猫减少跳跃","","894953b1c1b07185c41552d8247227fc509d7a122921192fd957cb5be685f668","evidence","PMC12277680|PMC9499673","PMC9499673","true","false","pending"
"knowledge_card","OS-MSK-003","老年猫狗活动变化需要记录什么","","61dd8ed05f5d5673fe724cf19d7db29ff0e9a4d21546162cda3145b5675ee770","evidence","PMC9499673|PMC12277680","PMC9499673","true","false","pending"
"knowledge_card","OS-UR-001","猫频繁进猫砂盆但尿量很少","","dc1f2afcd1c4e34bc68271cd656e382e2df78ee5e3850d238b809fb28ac04c72","evidence","PMC6957472|PMC10811764","PMC6957472","true","false","pending"
"knowledge_card","OS-UR-002","猫尿中带血","","6c19a7ad9d4ee422ee287c4081181574bbd4f9c59b923ed3240356397b1ad3ae","evidence","PMC6957472|PMC10811764","PMC6957472","true","false","pending"
"knowledge_card","OS-UR-003","猫尿道阻塞风险","","6ffbb348c71185ff9eedabeda61f6ef4c8d244a802baffd3b700e17e211aebba","evidence","PMC10811764","PMC6957472","true","false","pending"
"knowledge_card","OS-SKIN-001","犬反复瘙痒","","a49e621fb153331362033313cc5274da3afa2ed927741d951e897fb218d56c37","evidence","PMC6172809|PMC4531508","PMC6172809|PMC4531508","false","false","pending"
"knowledge_card","OS-SKIN-002","犬舔爪和耳朵反复不适","","e1165b0abd197d071998b754df5f050fdf7f0a23fec1ed7fe55d8a92c36a9ce4","evidence","PMC6172809|PMC4531508","PMC6172809|PMC4531508","false","false","pending"
"knowledge_card","OS-SKIN-003","猫狗局部脱毛不能只凭照片判断","","ca6af57d4e0fac0adef754dc6d83212c7e91c0581c72e64607704e305e0d8b15","evidence","PMC6172809|PMC4531508","PMC6172809|PMC4531508","false","false","pending"
"knowledge_card","OS-BEH-001","猫到新环境后躲藏","","a7f40b1e59583f6861e645171c644bb80198fc633e25786af660f38e1e72a2a9","evidence","PMC9334771|PMC11083262","PMC9334771","false","false","pending"
"knowledge_card","OS-BEH-002","室内猫环境丰富化","","52c7262c3975d6638ad0ccd9c5f849626ee1095c0b1bd03d886c376a952de63f","evidence","PMC9334771|PMC11083262","PMC9334771","false","false","pending"
"knowledge_card","OS-VAX-001","幼猫幼犬疫苗计划","","db10c70d31ea3ea44cdd8375385388020dae9ce097232d6e07a80a65bbbf05d0","evidence","PMC7910975","PMC7910975","false","false","pending"
"knowledge_card","OS-VAX-002","猫注射部位出现肿块","","084f6c061438a17b10be09d9c9e0032e75d40e50c0ce76180913f80a93c058d7","evidence","PMC10459272","PMC10459272","false","false","pending"
"knowledge_card","OS-EYE-001","犬眼睛突然眯眼、发红或浑浊","","951545a57a4707643281e3e24c3aa99f6748028e23b90137525af54f0b10a31e","evidence","PMC10353131","PMC10353131","false","false","pending"
"knowledge_card","OS-EYE-002","犬突然视力下降","","272f0ef86fc426ba98a34d0c031202cfc0cdd6c0712678c098c042d65c760207","evidence","PMC10353131","PMC10353131","false","false","pending"
"knowledge_card","MVP-GI-001","猫反复腹泻需排查寄生虫和其他病因","","4eeae2191af08eaedd8c20146d5c64a9436024dc5904405b786aee23ff31ee9f","title|source_supported_simple_facts|user_phrases|owner_observable_signs|evidence","PMC8404700","PMC8404700|PMC10385529","false","false","pending"
"knowledge_card","MVP-GI-002","犬偶发一次呕吐","","35715f5c5ce3263cb452882965180366f7ac20aadb8864315312f26429fab459","evidence","PMC9933778","PMC9933778","false","false","pending"
"knowledge_card","MVP-GI-003","犬反复呕吐","","c32147ecc91b662db78561d9636076225682b1867fbb189bc1652040ef55fe26","evidence","PMC9933778|PMC5642140","PMC9933778","true","false","pending"
"knowledge_card","MVP-GI-004","猫偶发呕吐需要观察什么","","e47bf7f2d9fdac2d29b9e9aa2aa6eb10480abd128c4d2db4fd93e1a9b1e543be","title|source_supported_simple_facts|evidence","PMC5645811|PMC5642140","PMC10385529","true","false","pending"
"knowledge_card","MVP-GI-005","猫反复呕吐不能只按毛球处理","","76ae241fa8aa244758de1149b77dd0e48eec020cb272af770233c66c83b1753e","title|source_supported_simple_facts|evidence","PMC5642140|PMC4801869","PMC10385529","true","false","pending"
"knowledge_card","MVP-GI-006","猫反复吐出毛发也需要评估","","65b3fdd09e0bb8dbfc134c6053514ddb589d33b82c08a1c63eca601ccdd1bd6c","title|source_supported_simple_facts|user_phrases|owner_observable_signs|evidence","PMC5645811","PMC10385529","true","false","pending"
"knowledge_card","MVP-GI-007","猫排便困难或便秘","","54d60fd2acea3f6e95f8fae16cd396f8b3b14805d5be2635e51872e9dc4a6490","evidence","PMC11103317|PMC9800827","PMC9800827","true","false","pending"
"knowledge_card","MVP-GI-008","犬反复吞咽或进食后反流","","c9b1a640d40fce12404f8e30dba7576bd94ea640319c1c906ad740fb243847c4","title|species|source_supported_simple_facts|user_phrases|owner_observable_signs|evidence","PMC5642140|PMC5644655","PMC3671744","true","false","pending"
"knowledge_card","MVP-GI-009","区分呕吐和反流","","b1d0b815c1b343358b76d8ea5a4f60c6bdbfcb66998c9634ab47690ac96985d4","evidence","PMC3671744","PMC3671744","false","false","pending"
"knowledge_card","MVP-GI-010","猫食欲突然下降","","1ac29780b3d5db4e2c7da63e5db5a167d45f040cd4d8e62b7c5a72fc6b5eab39","evidence","PMC10093350|PMC7071134","PMC10093350|PMC7071134","false","false","pending"
"knowledge_card","MVP-GI-011","犬食欲突然下降","","f8d125f6d0aaaa277a6c1660847d0d40f1b59831c9e74d1ea456f1af5d08c6f1","evidence","PMC10093350|PMC7071134","PMC10093350|PMC7071134","false","false","pending"
"knowledge_card","MVP-GI-012","犬出现黑色柏油样便","","2c089ddecbce3a4689981849d3d4d0e3482915ec390c8b03225114f7c62d6273","title|species|source_supported_simple_facts|evidence","PMC5642140|PMC8357988","PMC8685323","true","false","pending"
"knowledge_card","MVP-GI-013","犬便中出现鲜红色血","","963c5646e385734a1ec341060700a342502f11d5627f701dcea25de3c4e2469a","title|species|source_supported_simple_facts|evidence","PMC12156985|PMC5642140","PMC12156985","true","false","pending"
"knowledge_card","MVP-GI-014","犬换粮后出现软便","","bd9426ba7944fb9223815ad05872f331e26cbd1c6c699294be82c1e86d92b586","title|species|source_supported_simple_facts|evidence","PMC12156985|PMC8404700","PMC12156985","false","false","pending"
"knowledge_card","MVP-NUT-001","判断猫是否超重","","4b0c425ddaac3e064e8948cd6a15cb5072314b8eab0cf7d2c2f50dd485589964","evidence","PMC5534443","PMC5534443","false","false","pending"
"knowledge_card","MVP-NUT-002","判断犬是否超重","","d3d4e2a7d38620e5813b61d59e1e47f0c8cbde2ab058529f76f83c363631c878","source_supported_simple_facts|evidence","PMC9499673|PMC5465235","PMC11525006","true","false","pending"
"knowledge_card","MVP-NUT-003","猫安全减重原则","","34b984b4f494f7465b29a63b2f7d310ed9a8a88735abbd442e360f0f84413cfe","title|species|evidence","PMC5534443","PMC5534443","false","false","pending"
"knowledge_card","MVP-NUT-004","猫零食会不会影响体重","","f1e3de06166aaae8d54ea4c9cc3b4768b3674c0730167da258fde11f214bd8bb","title|species|evidence","PMC5534443|PMC5465235","PMC5534443","true","false","pending"
"knowledge_card","MVP-NUT-005","猫突然挑食","","e665b31aa442105806bce341630f31298d182ee6d0c12697279bfc3b38b7807c","evidence","PMC10093350|PMC12665832","PMC10093350|PMC7146962","true","false","pending"
"knowledge_card","MVP-NUT-006","犬突然挑食","","bdd8789f7aacd2b082cc8e7128f3e80e0e6dc5db8f44d7e99c07bac6dc8d4508","evidence","PMC10093350|PMC7071134","PMC10093350|PMC7071134","false","false","pending"
"knowledge_card","MVP-NUT-007","犬猫生食的风险","","9be2c02a2c7e4751da0042c686bf351fafa292aa6e1784accaa40a8c1f4082b0","evidence","PMC5644655","PMC5644655","false","false","pending"
"knowledge_card","MVP-NUT-008","犬猫啃食骨头","","e1d791bf1e58d3d6a113b00e26ba8e1641770ac977ae54e01bf498468ecfcc3f","evidence","PMC5644655|PMC3671744","PMC5644655|PMC3671744","false","false","pending"
"knowledge_card","MVP-NUT-009","监测饮水量变化","","33e5f58d8b3eec211ca5ccc42e697e3bf449e1ce993e273a0413271b397ed5e1","evidence","PMC5465235","PMC8093391|PMC12472474","true","false","pending"
"knowledge_card","MVP-NUT-010","选择主食和换粮记录","","427a7a93f21e30a212907194728647cc3c3f75bd8b9aae249209d224ebecf2b4","evidence","PMC10093350","PMC10093350","false","false","pending"
"knowledge_card","MVP-PAR-001","猫身上发现跳蚤或黑色颗粒","","ba3e59ed6eee4ce4c92987cfdf61b98ddf3c6feaed36242bd7500699c7480f2c","evidence","PMC5746801|PMC8404700","PMC5746801|PMC8404700","false","false","pending"
"knowledge_card","MVP-PAR-002","犬身上发现跳蚤","","700b46585c34bab2db57e085fd7ffcce7d292b0fa3504dc3567fb456bce5c419","evidence","PMC5746801|PMC8404700","PMC5746801|PMC8404700","false","false","pending"
"knowledge_card","MVP-PAR-003","犬猫身上发现蜱虫","","ccd3076eb11ab1b1b4009ce71756c6a8dcc654adedcaaafbfa1378f365bda671","evidence","PMC8404700","PMC8404700","false","false","pending"
"knowledge_card","MVP-PAR-004","选择驱虫产品不能只看品牌","","fc84fe361a858e28a7ad097a6401e58d1192e872e93bcbd3a6baffb56df7ac50","evidence","PMC8404700|PMC11247265","PMC8404700|PMC11247265","false","false","pending"
"knowledge_card","MVP-PAR-005","驱虫频率需要个体化","","585417341a0d375e39e98a87bccf1dc51c93e49966874191d978643ec9fef5f2","evidence","PMC11247265|PMC8404700","PMC11247265|PMC8404700","false","false","pending"
"knowledge_card","MVP-PAR-006","粪便中看到虫体或米粒样节片","","c0b47751878fe9b5a0e9a3c234a340348237aee944eeb70c3cfd0fdbf3e4fe39","evidence","PMC8404700|PMC11247265","PMC8404700|PMC11247265","false","false","pending"
"knowledge_card","MVP-PAR-007","多宠家庭疑似耳螨","","9448fcc337cac980b083e5dac284dcdc798482b2b34575f4d7fd4b5681f1dfa5","evidence","PMC7830180|PMC8404700","PMC8404700","true","false","pending"
"knowledge_card","MVP-PAR-008","清理宠物粪便与人宠共患风险","","91312fb03e8f4da4aec24bc64bda55295e18ee18ffbeb300239be6b836413a61","evidence","PMC11247265|PMC8404700","PMC11247265|PMC8404700","false","false","pending"
"knowledge_card","MVP-PAR-009","室内猫也需要评估寄生虫风险","","dc99634ab7140f0cb60fd72cac25075bbeb2f93f54b8db641dd812dc101d32bf","evidence","PMC5746801|PMC11247265","PMC5746801|PMC11247265","false","false","pending"
"knowledge_card","MVP-GRM-001","季节性掉毛还是异常脱毛","","20c2dcdce71b3867cadcd44d6ee077d39a36d8b57a4e7a328c57ba6696b466b4","evidence","PMC8907591|PMC6172809","PMC8907591|PMC6172809","false","false","pending"
"knowledge_card","MVP-GRM-002","猫狗皮屑增多","","dd88c72a74be334d408922c860371826966f41610c29571087a2b41e9179b006","evidence","PMC6172809|PMC8404700","PMC6172809","false","false","pending"
"knowledge_card","MVP-GRM-003","猫狗被毛打结","","6312e89affce1f19c958466839289d4542c8b3e1ade2e9a20932f4d2849f2ad7","evidence","PMC8907591","PMC8907591","false","false","pending"
"knowledge_card","MVP-GRM-004","指甲过长","","6bbedf95e3474085e1e95b045a5a077dad82727367e247ae12ed777cbced4020","evidence","PMC8907591","PMC8907591","false","false","pending"
"knowledge_card","MVP-GRM-005","指甲劈裂或出血","","8ac756a5690e92f80db449b825654f19c20bbead75503457687380ca2af240ae","evidence","PMC8907591|PMC8357988","PMC8907591|PMC8357988","false","false","pending"
"knowledge_card","MVP-GRM-006","散步后反复舔爪","","15d7c7703a9300e4ba5f23692df12732c3b4c4a4aab3430a6b43d264cb588f8b","evidence","PMC4531508|PMC10294810","PMC4531508|PMC10294810","false","false","pending"
"knowledge_card","MVP-GRM-007","短头犬皮褶发红有异味","","830ffc69075c5bb356a3d39db609668bca84ab2f350a670a9443a23d969bc398","evidence","PMC10294810","PMC10294810","false","false","pending"
"knowledge_card","MVP-GRM-008","洗澡后皮肤发红或瘙痒","","c7971d2885b8c87ff470081d431d418ab0def38e2eeb7c2cfe9fbe120a9f21be","evidence","PMC6172809","PMC6172809","false","false","pending"
"knowledge_card","MVP-GRM-009","小面积表浅擦伤","","afdd431c530dd0da8adb4a08681a25cd1eea201fb9db243b537368e98e60ac3c","evidence","PMC10892332|PMC8357988","PMC10892332|PMC8357988","false","false","pending"
"knowledge_card","MVP-GRM-010","被其他动物咬伤","","c3a868d7242bf53bfedd6ab7a7e3dc905c7472527495d993781b8b32dcf5c5c8","evidence","PMC6598119|PMC8357988","PMC6598119|PMC8357988","false","false","pending"
"knowledge_card","MVP-BEH-001","猫突然在猫砂盆外排尿","","e722d23d70ef4ae4e458e082cb3abb7cdd24e0e16eb1c2cce88aeb450403743b","evidence","PMC5985598|PMC6957472","PMC5985598|PMC6957472","false","false","pending"
"knowledge_card","MVP-BEH-002","多猫家庭猫砂盆资源","","688e2c4037a2a5035b55ccd308897cad64c5110136fbc5f9ac5e6d048272cab3","evidence","PMC5985598|PMC9334771","PMC5985598|PMC9334771","false","false","pending"
"knowledge_card","MVP-BEH-003","室内猫缺少合适抓挠和活动资源","","8e6aa59324db3a6c3a9b4cb9a19a325aef71b04667abfb7c114899421c2d756b","title|source_supported_simple_facts|evidence","PMC11083262|PMC9334771","PMC9334771","false","false","pending"
"knowledge_card","MVP-BEH-004","猫夜间异常叫喊","","f848ddee1bd3c3bf9a12835206dc11707f95c820abf22d0d1d573d0e78bf753f","evidence","PMC9334771|PMC7071134","PMC9334771|PMC7071134","false","false","pending"
"knowledge_card","MVP-BEH-005","犬独处时破坏或嚎叫","","dfc480b5da19f94930f8a3e18624a32ba4ee08cf19a1e01997326364a9e5c6b7","evidence","PMC8868415","PMC8868415","false","false","pending"
"knowledge_card","MVP-BEH-006","犬害怕雷声和巨响","","d1e0fbadfa7c1e473be18f6816614a24b41b4ad005f68c1cfc8d19faaf3128d1","evidence","PMC7826566","PMC7826566","false","false","pending"
"knowledge_card","MVP-BEH-007","犬突然出现攻击行为","","e586f364c98b8989de2df87c7f702967b68e893a9826bb027f21209011aa65c8","evidence","PMC7071134|PMC7826566","PMC7071134|PMC7826566","false","false","pending"
"knowledge_card","MVP-BEH-008","犬在家精力过剩","","60416a07847d04f4934eeb1eaed420e60fc58f8701e51295e3f9985fa929ead0","evidence","PMC8868415","PMC8868415","false","false","pending"
"knowledge_card","MVP-BEH-009","新猫与原住猫逐步介绍","","e5df1466cb84f5e37cdbaec93a99bd1ebdf07b74c4083722df9b78b68b7fc281","evidence","PMC9334771|PMC11083262","PMC9334771","false","false","pending"
"knowledge_card","MVP-UR-001","犬排尿次数明显增加","","8dac1722969a47b6645784de440f2cd762870071c5b1037067a812426598b920","evidence","PMC7686579|PMC5465235","PMC11912946","true","false","pending"
"knowledge_card","MVP-UR-002","犬尿中带血","","c39f710539aeb70c74101666fd669d39a01f51eb5baf521cb5729de96b5b37b8","evidence","PMC7686579|PMC8357988","PMC11912946","false","false","pending"
"knowledge_card","MVP-UR-003","犬无法正常排尿","","064f4a3d7b00f2d90c494633272fefe1c4e87ec46f1c42a02f73b360d839a483","evidence","PMC7686579|PMC5642140","PMC8093391","true","false","pending"
"knowledge_card","MVP-UR-004","猫在外排尿先排除泌尿问题","","63ccb0e07ae9e194fdf52d2268706438f73eb2bb0ec470e8ded2026e8d3371e8","evidence","PMC5985598|PMC6957472","PMC5985598|PMC6957472","false","false","pending"
"knowledge_card","MVP-UR-005","犬猫饮水和排尿同时增多","","7446f184b8e47c85efe33c0f543c32946f9085f7d4b38763aa7b5919d612a222","evidence","PMC5465235","PMC8093391|PMC12472474","true","false","pending"
"knowledge_card","MVP-EYE-001","猫眼睛眯眼或突然发红","","b332213e19eaaa1693d2a75855d0d9ffcbd372f5a3bce28585eb3c8df9fafe14","evidence","PMC10353131","PMC12291713","false","false","pending"
"knowledge_card","MVP-EYE-002","猫突然撞东西或疑似视力下降","","df550366a6dd116edb9dd126af4799c2b7bf993a89e53e3a96f03b4f4733b5b6","title|species|evidence","PMC10353131","PMC9350498|PMC12291713","false","false","pending"
"knowledge_card","MVP-EYE-003","犬眼部分泌物需结合疼痛和眼表检查","","dfb1d70fc484fbac27ee8f401092dd8b213d364ad414e1198fa96e4396ff5e70","title|species|source_supported_simple_facts|evidence","PMC10353131","PMC10353131","false","false","pending"
"knowledge_card","MVP-EYE-004","猫少量眼鼻分泌物","","7322d4572994f432b8937730c9462b81572282eb54be489ad00f34458d49ddfb","evidence","PMC5354050","PMC11405337","true","false","pending"
"knowledge_card","MVP-PREV-001","成年犬猫基础健康检查","","91cf7db341314b729325e5f62345b4cde61f6f9e1db3d59df36a23e7ac3b5bf1","evidence","PMC5465235","PMC5465235","true","false","pending"
"knowledge_card","MVP-PREV-002","老年犬猫需要记录的变化","","e193023698c3729431ea1df4860910946421e1153cd483aac3c9da1a8548fd29","evidence","PMC7071134|PMC5465235","PMC8470385","true","false","pending"
"knowledge_card","MVP-PREV-003","发现皮下小肿块如何记录","","f3dfb9e36f3d67983c3c2cdbc04eac750ce3294d50e8bf3210960141d95ea16c","evidence","PMC10459272|PMC5465235","PMC12668749|PMC12298540","true","false","pending"
"knowledge_card","MVP-PREV-004","绝育或手术后切口观察","","faea19fdac9aef6a09910f0caa9618f79aee0bfd948f1f6e932d11651977082d","evidence","PMC10892332","PMC10892332","false","false","pending"
"knowledge_card","MVP-PREV-005","接种后轻微不适与严重反应","","4f999f8ae2cfc24508de01f308b2f24d21b9efcf11b3d693ec6989a3702116e7","evidence","PMC10459272|PMC7910975","PMC10459272|PMC7910975","false","false","pending"
"knowledge_card","MVP-ANAL-001","犬频繁蹭屁股","","dee9ff1d1a49d13388cd37eb70cec2d64c2c0a18ce5f795838982c6f6b185c0d","evidence","PMC8749694|PMC10294810","PMC8749694","false","false","pending"
"knowledge_card","MVP-ANAL-002","肛门旁肿胀或疼痛","","6d643c636ab79d5b2b7789b53ca1e11e3aaf578534fb5083a302ad86393c2c80","evidence","PMC8749694","PMC8749694","false","false","pending"
"knowledge_card","MVP-MSK-004","运动后轻度跛行","","ebc4a1be958ff722e9ea3d8f1513de8abcc1a39f835cb47399c26dffd7a6eee5","evidence","PMC9499673|PMC7071134","PMC9499673|PMC7071134","false","false","pending"
"knowledge_card","MVP-SKIN-004","猫过度舔毛","","e25bff72053ce6a18f827705d9b372a3586a8e064f0ae343c94ecf025401e1fd","evidence","PMC6172809|PMC9334771|PMC7071134","PMC6172809|PMC9334771|PMC7071134","false","false","pending"
"knowledge_card","MVP-TOX-001","猫吃植物后呕吐","","c908ae7114a66450f6618f6bade26ce25113af99f93265dbcb3bbd7533f99db9","evidence","PMC8300339|PMC4801869","PMC8300339|PMC4801869","false","false","pending"
"knowledge_card","MVP-HEAT-001","犬高温天气活动预防","","b0355c1715ebedb3bc5f07684e2671053d5ae051a9321d99add43c9643cd8b5f","evidence","PMC7303136|PMC7459873","PMC7303136|PMC7459873","false","false","pending"
"knowledge_card","MVP-RENAL-001","老年猫饮水和尿量明显增加","73ab49285a790800cfd528161e631d7c7b7fd7000383fd00b1ba76c7fef61d15","a59e53c7026e6ea489494feada79c35e2ea4b5fd97e572ab92eb2a3f2431b356","evidence","DOI-10.3390-life15121856","DOI-10.3390-life15121856","false","false","pending"
"knowledge_card","MVP-RENAL-002","猫体重下降并伴食欲下降","f5a5de0d4636e64f20cf135f212b17283dae8af9c3896260200327849bd157c6","34213033af9b8f2e76dcf29c8a6791b2ac997564cf73f12fdb879ab7a65eb147","evidence","DOI-10.3390-life15121856","DOI-10.3390-life15121856","false","false","pending"
"knowledge_card","MVP-RENAL-003","老年猫为什么要做肾脏筛查","cb587bd6e82580f3878c943f4ffe9fef7a8a5e745a5a17e9d8507caa5c215269","f2685fc9c30a14ba575c45ffd4266baf079e5d37b261446a52543086dc8a0bd3","evidence","DOI-10.3390-life15121856","DOI-10.3390-life15121856","false","false","pending"
"knowledge_card","MVP-RENAL-004","犬饮水和排尿持续增加","e0af079835057afbec40407898e1b3f1fc9b64793bc15617d43e11e2990e7e88","ef6f5fac5b2e79be2bca8b993a3739987f0d9f93566839b51a211f73852de2d2","evidence","DOI-10.3390-ani14233349","PMC12376200","false","false","pending"
"knowledge_card","MVP-RENAL-005","犬慢性肾病可能出现的日常变化","aef4ca43218aa7e419fb300ea33675aeaf54c1c8330754abe5e4f7aa1ff6d2c3","443f8241bd5954bb703396d7e5782439904540d2b1cc1080eb41295e232038fe","evidence","DOI-10.3390-ani14233349","PMC12376200","false","false","pending"
"knowledge_card","MVP-RENAL-006","猫狗尿量突然明显减少","ab433b9937607d5e32393790493a9d1981c386a70fbf9455061e0d494065a1e1","7f9c5856bf295ca13fa52dd3a101261046fd713bc9787fca46200aa66e99bbd8","evidence","DOI-10.3390-ani14233349","PMC8093391","false","false","pending"
"knowledge_card","MVP-RENAL-007","肾病宠物不能自行调整药物和处方粮","edb82e0fc26585cd5bb3a27987f3fca8f482a2ab2fbb3649b6beb22dbdf2a269","bda0c81adb8115baff2954997f58e6f7190617de471a58e9a9f6527f56364de7","source_supported_simple_facts|evidence","DOI-10.3390-ani14233349","PMC8093391","false","false","pending"
"knowledge_card","MVP-RENAL-008","高风险品种猫的多囊肾关注点","c36d3ed362e6249800c8426a7cf558a0b7f415829a9520a2e8ca7dbf7dcd7852","22211ffee4f714201638d7058d07efa44c1958d80b2b59c3f1c188797b942089","evidence","DOI-10.3390-vetsci8110269","DOI-10.3390-vetsci8110269","false","false","pending"
"knowledge_card","MVP-ENDO-001","老年猫体重下降但食欲很好","15a9fa16202a365dc6c4f8de0466d4a807c8fbddb10ac61962ae3078a025f935","7e27d3c8f89e33a2aa6e4afe8fa0c27f3eb798fb3669b286e0d11f0779e7f79b","evidence","DOI-10.3390-antiox10091496","DOI-10.3390-antiox10091496","false","false","pending"
"knowledge_card","MVP-ENDO-002","猫甲状腺功能亢进的常见日常表现","ee22975713decdd02e9aa1e1c97dae4bf7fd429f93d4dc2d6c1248c65f48130e","1f51c511ea6de17af4626efa03aa5069369a915ed0d523d5b25ccc89b35ae648","evidence","DOI-10.3390-antiox10091496","DOI-10.3390-antiox10091496","false","false","pending"
"knowledge_card","MVP-ENDO-003","老年猫定期体检时关注甲状腺","4579f0ac2355e0ee1ef18f6b29bf6635a17113346bc620ca2a0b447919cd15cc","1f43e4b47f216faf1f3b1d507bf259bf65b19e80a47879f5b0b56dc4edd7760a","evidence","DOI-10.3390-antiox10091496","DOI-10.3390-antiox10091496","false","false","pending"
"knowledge_card","MVP-ENDO-004","犬变胖、怕冷并且精神下降","a07f043f04e02105c33dda0c0b94edabbe01c43bee80b6c8a2535d491875e9aa","61193485959d27bf117dcfd9120b363a20474ced23e0a34bcbf0e182f4aba1ac","evidence","PMC12477693","PMC12477693","false","false","pending"
"knowledge_card","MVP-ENDO-005","不能只凭肥胖或掉毛判断犬甲减","9f8dd9dd9aaa5c307506cda00bef75cf1cb4f12a9bc04cfd7dac2bd861fe77ca","cdbf37be6e54a0d43d3615147011dfd5df4d0951c49fce92672465e329119c61","evidence","PMC12477693","PMC12477693","false","false","pending"
"knowledge_card","MVP-ENDO-006","犬糖尿病常见的早期线索","9f64131e5498bb192da68c5c8dd9204e304b3d8339e96e90affcf378dd655bd3","000430bfeedceb1eacbbbf1f9a345b2045bafaadb2a5173d08324efc54f2db69","evidence","PMC7288514","PMC7288514","false","false","pending"
"knowledge_card","MVP-ENDO-007","猫糖尿病可能出现的日常变化","6debf1e42d8ac8a644feb6c0259f64f8f839b63c87f24e3fab296f25dd672bec","cfa071861aaa24fcab1362fbb13cadd3efd9a43d1e66971ab4da518a61a194a5","evidence","PMC12472474","PMC12472474","false","false","pending"
"knowledge_card","MVP-ENDO-008","疑似糖尿病宠物出现呕吐和精神差","42468495c0d3da08f294f90d5df9998b82a20fd49c5d6313a6bdaf1004da3547","ae0cfd8f4430c5661eee5ee9b1182a0e46c0087e9d6506be2beeec07c2c22259","evidence","PMC12472474","PMC12472474","false","false","pending"
"knowledge_card","MVP-ENDO-009","接受降糖治疗宠物的低血糖警示","6da26b1bcda623fc7d37e13439f2f3ab901a32926b86f18f1bab4607dc37f6e1","8a2ba9f62068cf510176bcc1a91d37229c85b8d425b8563bc2a270b0abd611d2","evidence","PMC12472474","PMC12472474","false","false","pending"
"knowledge_card","MVP-ENDO-010","多饮多尿不等于单一疾病","b07fa4436c75836faec760d6ec9587779c327920459ef776a573b155c39d81f8","1c52d11e95b11b2e3b8f94a544605cf5f2d9996ac7e020b835a445a20977d209","evidence","DOI-10.3390-ani14233349","PMC8093391|PMC12472474","false","false","pending"
