record_type,id,title,category_or_severity,species,content_hash,review_status,reviewer,license_number,reviewed_at,production_eligible
knowledge_card,MVP-GI-014,犬换粮后出现软便,gastrointestinal,dog,ba763b8049d5cb84c7654bdc172ccffc09147f37b7aae44e921112cdffbb2af2,pending,,,,false
knowledge_card,MVP-NUT-001,判断猫是否超重,nutrition,cat,7c6e96f22e99ecdaad1b45d5f8b62985e4a2c4f4a291c4f81ab5385bdd69b70c,pending,,,,false
knowledge_card,MVP-NUT-002,判断犬是否超重,nutrition,dog,7615bb8593b94c480a8ca90b60ef5f801f9a2946691a0debe2ef67d6ef02e32b,pending,,,,false
knowledge_card,MVP-NUT-003,猫安全减重原则,nutrition,cat,a73dc77a8f0375e84cc872c37ad65bee2fbc6bc43dac89d9900aa5b6b706b3ed,pending,,,,false
knowledge_card,MVP-NUT-004,猫零食会不会影响体重,nutrition,cat,97317c83492d3168c4516806bd4b3fadd0e9ed6ea76d5b9c203b1808b2f4682b,pending,,,,false
knowledge_card,MVP-NUT-005,猫突然挑食,nutrition,cat,47e00f880b903e38fd3848d95b90454b68ca26a10681058aaeb396144e6e22be,pending,,,,false
knowledge_card,MVP-NUT-006,犬突然挑食,nutrition,dog,a6826394dba1852498e9c7b4eca7af477f7cb04be1fdcc93c92940bef484bad7,pending,,,,false
knowledge_card,MVP-NUT-007,犬猫生食的风险,nutrition,cat|dog,086ae0adba6ac172e4ae05907002c3b8389228c24362a78416c4b4de71b84390,pending,,,,false
knowledge_card,MVP-NUT-008,犬猫啃食骨头,nutrition,cat|dog,bc7f466287d3b05a59f0defe2e7c0c679efa0351e498d4abc578891e09680476,pending,,,,false
knowledge_card,MVP-NUT-009,监测饮水量变化,nutrition,cat|dog,5b615a29ef5c330b97591a53ad267979441902125fe4c621b2c7d0fb10c63c8c,pending,,,,false
knowledge_card,MVP-NUT-010,选择主食和换粮记录,nutrition,cat|dog,290dcee615b7720c7e47b906f066804f0f99bf967d3ffa854214dac8fd059191,pending,,,,false
knowledge_card,MVP-PAR-001,猫身上发现跳蚤或黑色颗粒,parasites,cat,26a6574fd7ced124e458e345255c3713a0f0af80cefeaca6b706c63af68f4ddc,pending,,,,false
knowledge_card,MVP-PAR-002,犬身上发现跳蚤,parasites,dog,f2a8862ceca0f9e68ac1c8f9f60e0327378b71ac09ae9b8070b167cf597809ae,pending,,,,false
knowledge_card,MVP-PAR-003,犬猫身上发现蜱虫,parasites,cat|dog,07090a9cb6e4a8ac88d59c76305ba55434e0a044d337c5d8e8a7e9a3e0207b33,pending,,,,false
knowledge_card,MVP-PAR-004,选择驱虫产品不能只看品牌,parasites,cat|dog,383ae24dcd0b630ab8df27d45912faaaf825c910bd49c0b8a78c9b4b8f1d6ccc,pending,,,,false
knowledge_card,MVP-PAR-005,驱虫频率需要个体化,parasites,cat|dog,0f17b91b354f77ccabb4ad5bd69105ba1978d7fa0dc6717908c32b4e329af39c,pending,,,,false
knowledge_card,MVP-PAR-006,粪便中看到虫体或米粒样节片,parasites,cat|dog,a5429a5242606444fb9b2407bdb351269f1928ba1ffad6c256d7ef4da32d7cfe,pending,,,,false
knowledge_card,MVP-PAR-007,多宠家庭疑似耳螨,parasites,cat|dog,f1092ec9bcc8d32a2c0d1838bc0e7f3ad648d18fe2a7918fe3cae2fce7e8bcb7,pending,,,,false
knowledge_card,MVP-PAR-008,清理宠物粪便与人宠共患风险,parasites,cat|dog,e8d33b624573bf07e5f2adee1f2e8d63abfb1354b4f97e570d781ae5ebda45b8,pending,,,,false
knowledge_card,MVP-PAR-009,室内猫也需要评估寄生虫风险,parasites,cat,d565d28c03402c59bf22f287ab322f00df31cfd1bc8259c816d128cf021a498a,pending,,,,false
knowledge_card,MVP-GRM-001,季节性掉毛还是异常脱毛,grooming,cat|dog,23b765cb7de7075d166e49fe4f6b2c49e9868598d8a669fe5fb239f43beb42c1,pending,,,,false
knowledge_card,MVP-GRM-002,猫狗皮屑增多,grooming,cat|dog,9a453a5845d1de6e708e4297f066aa084238e7fd0c27479dd536680436b6e9b9,pending,,,,false
knowledge_card,MVP-GRM-003,猫狗被毛打结,grooming,cat|dog,8c956a48a356d308d86883fc6b321af90dd0075dd695fc7270af187e04ef28b0,pending,,,,false
knowledge_card,MVP-GRM-004,指甲过长,grooming,cat|dog,9646a67c19d2adc83596cbe5ea420ea657bcf5753747ff35d8c7586f9db2e04e,pending,,,,false
knowledge_card,MVP-GRM-005,指甲劈裂或出血,minor_injury,cat|dog,00fd44584c88c6b26d26d77320ba5fa20666bd5f2bbf439388cddc65afbcde8a,pending,,,,false
knowledge_card,MVP-GRM-006,散步后反复舔爪,dermatology,dog,f0339d756d701b8aebc89239f1503188a7194fd839faceafced3cacada5a070a,pending,,,,false
knowledge_card,MVP-GRM-007,短头犬皮褶发红有异味,dermatology,dog,bab518fc00fcbb4bcc58b8c21ad8a3fe910a21354e83fb227589c36cde60ca68,pending,,,,false
knowledge_card,MVP-GRM-008,洗澡后皮肤发红或瘙痒,dermatology,cat|dog,e225b498ba8af9e0a2e44ee34cdbdaf8502cc60c74e94539a4742c56ee283a6a,pending,,,,false
knowledge_card,MVP-GRM-009,小面积表浅擦伤,minor_injury,cat|dog,4c70ce068df23f0f5532bd8506ffd4b19cb045c1c1aa78634174d888b7e29480,pending,,,,false
knowledge_card,MVP-GRM-010,被其他动物咬伤,minor_injury,cat|dog,f2f4b3e91c25a04393a3e85f468b96d16ee4e749e3d83749add874170aa7c2c9,pending,,,,false
knowledge_card,MVP-BEH-001,猫突然在猫砂盆外排尿,behavior,cat,a0f70e93ba5f5c632796ef3f2790572361fd1e18a61e97ad409922902068941d,pending,,,,false
knowledge_card,MVP-BEH-002,多猫家庭猫砂盆资源,behavior,cat,4ec7b594e47881e05d74a398e8746e61e4116ebafb37f4daeff0adf2025aa418,pending,,,,false
knowledge_card,MVP-BEH-003,室内猫缺少合适抓挠和活动资源,behavior,cat,98ac43a9172981d97e9cfd07279d2a48b0f0db9bad3d3f9318e4023bc2d72ec4,pending,,,,false
knowledge_card,MVP-BEH-004,猫夜间异常叫喊,behavior,cat,8ba108594a142b823840657e111fd4f3cc9c969cca51c0208d8fe0bd115ab838,pending,,,,false
knowledge_card,MVP-BEH-005,犬独处时破坏或嚎叫,behavior,dog,9ef666311e424f1f98012f0ab23fc5d12e1a2fefd3461f5494ffdb901588890d,pending,,,,false
knowledge_card,MVP-BEH-006,犬害怕雷声和巨响,behavior,dog,8e4b22a0d162857b9f39723d159db8f1717549e04625d5345b74b445a5d2dc4c,pending,,,,false
knowledge_card,MVP-BEH-007,犬突然出现攻击行为,behavior,dog,4f9310b35ace74554ed6dc68ffe10ed04313472ce65c4a802dc1e1c7704bc289,pending,,,,false
knowledge_card,MVP-BEH-008,犬在家精力过剩,behavior,dog,b20bb46e463dcf940c4000ad08c0a285e5685dba7bd53df5891ebc4535977c0d,pending,,,,false
knowledge_card,MVP-BEH-009,新猫与原住猫逐步介绍,behavior,cat,ef92bb171f0a2a83d9370bb7d1dd46fc04465aae1c76a3c5fb6c2ac8eb792ac9,pending,,,,false
knowledge_card,MVP-UR-001,犬排尿次数明显增加,urinary,dog,8436279303ebfcad7d7cca73a9f12e20c52fa146dcec27e51076ba7ddd841201,pending,,,,false
knowledge_card,MVP-UR-002,犬尿中带血,urinary,dog,235741ca4488856a2d936920cc3f098c40faede0907dbc7f140fbe2e6b8491c2,pending,,,,false
knowledge_card,MVP-UR-003,犬无法正常排尿,urinary,dog,2c05c345215eb90e8b25b9f4cccc6e475b5d0ee9eb40c50667526ef58498fb99,pending,,,,false
knowledge_card,MVP-UR-004,猫在外排尿先排除泌尿问题,urinary,cat,9903458317c46e1abad03ea98b4da02cef961f4cf78799f4304d6072be9501d2,pending,,,,false
knowledge_card,MVP-UR-005,犬猫饮水和排尿同时增多,urinary,cat|dog,6ede9c1a131e4e94fc0127c82ef0d434fdd9f6cbd8c9bdff39de2870fb80be14,pending,,,,false
knowledge_card,MVP-EYE-001,猫眼睛眯眼或突然发红,eye,cat,adb5b3242850efeb3b6c4b6e78ca5c94a59bfbd0696c04f90c571c4e089e41d8,pending,,,,false
knowledge_card,MVP-EYE-002,猫突然撞东西或疑似视力下降,eye,cat,dbb34ca81a24a02886a051eb44e2fc0bdad796797e984f206ea62bc30a841543,pending,,,,false
knowledge_card,MVP-EYE-003,犬眼部分泌物需结合疼痛和眼表检查,eye,dog,73f9d9c02cc68327bdbdce861eb575b6ec1d166e156e299c645b7a1739fad2d5,pending,,,,false
knowledge_card,MVP-EYE-004,猫少量眼鼻分泌物,eye,cat,031303c0712fc87a118d42da3c05a00c4536f1c41b3ceb26551e0e639b4c7e2e,pending,,,,false
knowledge_card,MVP-PREV-001,成年犬猫基础健康检查,preventive_care,cat|dog,94ccc38b15748d1201ce6b93d20e74d4495a625ab74777785b66465df57fdb44,pending,,,,false
knowledge_card,MVP-PREV-002,老年犬猫需要记录的变化,preventive_care,cat|dog,021458a7f9619fc01c106f73b3c611689626168afff2a62d86aa22ff13c1a3a2,pending,,,,false
knowledge_card,MVP-PREV-003,发现皮下小肿块如何记录,preventive_care,cat|dog,99c5ea908400d5e075372dbb12185efb2a4c3b2de39a1b24536114c5cf6d9fc4,pending,,,,false
knowledge_card,MVP-PREV-004,绝育或手术后切口观察,preventive_care,cat|dog,36bc89ca282839fd10ebb5b3853746c5100e201a4fbd838472937bd5136e1697,pending,,,,false
knowledge_card,MVP-PREV-005,接种后轻微不适与严重反应,preventive_care,cat|dog,1cd71262cd2455f12a20de8df866d587e363e464d26aeb87794f4b593068583a,pending,,,,false
knowledge_card,MVP-ANAL-001,犬频繁蹭屁股,anal_sac,dog,be77b54c032e89b6d76e45086331639710e51faafdc3fb15155b401a598ea3a5,pending,,,,false
knowledge_card,MVP-ANAL-002,肛门旁肿胀或疼痛,anal_sac,cat|dog,d52014c46ecd19eed79a4e2d94ef0074f63b84e023119b208195e2b197095056,pending,,,,false
knowledge_card,MVP-MSK-004,运动后轻度跛行,musculoskeletal,cat|dog,1817ada4e6965fa5d7ea3e795e2cb8b9480ff7a6cb2d61cdc2820e5aaefdf0c7,pending,,,,false
knowledge_card,MVP-SKIN-004,猫过度舔毛,dermatology,cat,a1a7e1777128f0426ab674131603cb5d9ff0e18d58c7fbb73fd49c02c42585a4,pending,,,,false
knowledge_card,MVP-TOX-001,猫吃植物后呕吐,gastrointestinal,cat,19a0b87f38fed4d4bc3081c1a1042dc3e537a30cf8ba0291812ca167bd1c2db5,pending,,,,false
knowledge_card,MVP-HEAT-001,犬高温天气活动预防,preventive_care,dog,b34157a84d8c2ed7ea50685debaa8a9c7f6560dc98c8e68d7b8c7589f0b9b612,pending,,,,false
knowledge_card,MVP-RENAL-001,老年猫饮水和尿量明显增加,renal,cat,586deb6f2966443e0d9231bfa8f770aa651257479f89f2a2f55c912a53cedfe2,pending,,,,false
knowledge_card,MVP-RENAL-002,猫体重下降并伴食欲下降,renal,cat,0de5818a09591b8787aeb37f269b990998b2426057ddcfa72600355295eb856e,pending,,,,false
knowledge_card,MVP-RENAL-003,老年猫为什么要做肾脏筛查,renal,cat,36f98757d978c35da3bd34f49fe6952bad449725fb444c380015ffc79649e18b,pending,,,,false
knowledge_card,MVP-RENAL-004,犬饮水和排尿持续增加,renal,dog,b58a5a0f20952c89c654f241cc95ff8f58c3a888511cc5d6c9c9fa4124e93a5a,pending,,,,false
knowledge_card,MVP-RENAL-005,犬慢性肾病可能出现的日常变化,renal,dog,1b8e98bba855a236d0c718b90fb31c674bd57b2bfa700430c9fea423509bf979,pending,,,,false
knowledge_card,MVP-RENAL-006,猫狗尿量突然明显减少,renal,cat|dog,2732f908c1494867eacdd766ff4a9c579a9848a510a140588a28e12ca68ea61c,pending,,,,false
knowledge_card,MVP-RENAL-007,肾病宠物不能自行调整药物和处方粮,renal,cat|dog,9ee8bddb7c672622271e5562f87a4fac90dd590e39daaccf8dffcf2dfad0e448,pending,,,,false
knowledge_card,MVP-RENAL-008,高风险品种猫的多囊肾关注点,renal,cat,df46556d7b0c2c2de743701cdeb0e3960e7cba06f09c0fe80f383e54a0c19ff8,pending,,,,false
knowledge_card,MVP-ENDO-001,老年猫体重下降但食欲很好,endocrine,cat,cf353867d4766a0bcb90847537e5fccb6154838319bc39bf8ccf2e7f5cfb96bc,pending,,,,false
knowledge_card,MVP-ENDO-002,猫甲状腺功能亢进的常见日常表现,endocrine,cat,a87f52fd6f563669d349355fb15d4380f388fb82ed61dec0940e5d4ace06c64d,pending,,,,false
knowledge_card,MVP-ENDO-003,老年猫定期体检时关注甲状腺,endocrine,cat,3ff35c8ec5c811d5486cf404bc19aebe43678f286ee41232578976d410e0a9ef,pending,,,,false
knowledge_card,MVP-ENDO-004,犬变胖、怕冷并且精神下降,endocrine,dog,e372b1e2f65ed3ccd6edb98bb225f0e11e23766a4312fe615626a3df9734d6e2,pending,,,,false
knowledge_card,MVP-ENDO-005,不能只凭肥胖或掉毛判断犬甲减,endocrine,dog,a41eff7aa14606c70fcf520dae8ee47098384d4cb97264b049c774b94da45c52,pending,,,,false
knowledge_card,MVP-ENDO-006,犬糖尿病常见的早期线索,endocrine,dog,a741d95a9d5de33db8a632e65736c7e99c8c9c9fc8f5593bc0ca8015d0f7ede7,pending,,,,false
knowledge_card,MVP-ENDO-007,猫糖尿病可能出现的日常变化,endocrine,cat,8eedf97d6a196e8acbd377c3a17c645b5f101bc1c377eb3abaafdbe82b581ef9,pending,,,,false
knowledge_card,MVP-ENDO-008,疑似糖尿病宠物出现呕吐和精神差,endocrine,cat|dog,4a73b6aa55bf415e2ed19f255933c1cae00c27d43c20ab9f1552aebca53cb5e4,pending,,,,false
knowledge_card,MVP-ENDO-009,接受降糖治疗宠物的低血糖警示,endocrine,cat|dog,b4a4eda306a3cfafe815d5166906649762ff8a5f2334b4707ba0f775f21b1e2f,pending,,,,false
knowledge_card,MVP-ENDO-010,多饮多尿不等于单一疾病,endocrine,cat|dog,dcc7547d4a9691e76f4093e1213bcf770f626c14f70da0bdbae8bcdc89f838ff,pending,,,,false
knowledge_card,MVP-CARD-001,犬体检发现心脏杂音但没有症状,cardiac,dog,61cc43ab1edf88d4c2f7727bbfe8b860b3d4b96f414229cd403c12dadffd4a7a,pending,,,,false
knowledge_card,MVP-CARD-002,犬静息或睡眠呼吸变快,cardiac,dog,1aeb86c462ac413cfe18a5c9f437c9f3cefb36002e6529daeba4e6c8bf9bef60,pending,,,,false
knowledge_card,MVP-CARD-003,犬咳嗽不一定都是心脏病,cardiac,dog,d3d9e358fd7f7b6c30f55d0a530b0bd45078be1ec20af58e89d46e78a61bad4b,pending,,,,false
knowledge_card,MVP-CARD-004,猫肥厚型心肌病可能没有明显症状,cardiac,cat,cda8667e12c357feb3f813e12273ae0257715bb51941acd01339bbced2402500,pending,,,,false
knowledge_card,MVP-CARD-005,猫静息呼吸加快需要警惕心肺问题,cardiac,cat,4dd574a0b82df61382843375bbc509f8e41578e633cde4141712f3ec847a5bba,pending,,,,false
knowledge_card,MVP-CARD-006,猫突然后肢疼痛或无法站立,cardiac,cat,2316f58621a01fe3d77407dd06eaed0227d83d9b17a494fd3bddd1841b13743a,pending,,,,false
knowledge_card,MVP-CARD-007,犬短暂晕厥或倒地,cardiac,dog,98dbe968a7d5127a22c9a6fb1a3a49a2f70ffb2e595170db4efc3dedfc096c40,pending,,,,false
knowledge_card,MVP-CARD-008,犬心脏病药物不能因症状变化自行增减,cardiac,dog,54f9dd9bbfde7d0432099c113966bc974309b1912661d30679cfbbbfcef8779a,pending,,,,false
knowledge_card,MVP-PH-001,犬胰腺炎可能出现哪些表现,pancreatic_hepatobiliary,dog,33ba26424ca5e9a865b7ecaa3c47cbd61d6a00dcf9d8e17d5f687a8418483641,pending,,,,false
knowledge_card,MVP-PH-002,犬胰腺炎不一定都有明显腹痛,pancreatic_hepatobiliary,dog,07f5de431773a7500e6e4524eaa915b99ff3acc1339048ffe114e0e406a271ca,pending,,,,false
knowledge_card,MVP-PH-003,犬长期消瘦并且粪便量多,pancreatic_hepatobiliary,dog,fcfa61bdab843efc7fb8653f6a0914a12209c459687ba6e082cbbc23c8f170a5,pending,,,,false
knowledge_card,MVP-PH-004,犬肝胆疾病的非特异性表现,pancreatic_hepatobiliary,dog,fefad66406ec6c8e056713e8e63da992d74c4d1ae282ca0484b35f8420d7c032,pending,,,,false
knowledge_card,MVP-PH-005,犬出现黄疸,pancreatic_hepatobiliary,dog,0971ac3b4dc20c68933c3abe929c11630f6b96ebe65146b5fcaa9a860777227c,pending,,,,false
knowledge_card,MVP-PH-006,犬腹部逐渐膨大疑似腹水,pancreatic_hepatobiliary,dog,ca9adf621fadf9d44644c661da3b75e443a0dd492117a7460dab4b234425f511,pending,,,,false
knowledge_card,MVP-PH-007,犬持续呕吐并伴腹部疼痛,pancreatic_hepatobiliary,dog,ab9239af1ae69e9b3d461ac6fd6009f206008cb8126e001b16219325c76ba902,pending,,,,false
knowledge_card,MVP-INF-001,未完成免疫幼犬突然呕吐腹泻,infectious,dog,4f30a3f3ab93784dfde1985846eace12a86641b8146369e16af1bdac254398cb,pending,,,,false
knowledge_card,MVP-INF-002,犬细小病毒的家庭隔离注意,infectious,dog,c46e4c8d61388998c82f523886ac4587f4eb157fcc70bdd405a27bdc03a167fd,pending,,,,false
knowledge_card,MVP-INF-003,幼犬疫苗未完成时的高风险接触,infectious,dog,e26c0026ac535d79bbc5b9ee425b674ab2cbe642a309401eb250a3e3b327827d,pending,,,,false
knowledge_card,MVP-INF-004,幼猫突然发热、呕吐和严重腹泻,infectious,cat,573893d8b0171cfc3749b8707ae634295d148c84d87965338d1061ddb677a5a3,pending,,,,false
knowledge_card,MVP-INF-005,新领养猫什么时候考虑FeLV/FIV检测,infectious,cat,26ddd732dfb10a3b46b496adbc7eb346f1b217d3439dffa136df325baa280211,pending,,,,false
knowledge_card,MVP-INF-006,猫白血病病毒感染可能表现很不典型,infectious,cat,016a59a194f32639f7492462350201a68aebe07dd6031b92801c0dbd84530c14,pending,,,,false
knowledge_card,MVP-INF-007,猫打斗和FIV暴露风险,infectious,cat,96c05dddf4291814dc1ceabf526732f3cbb2db881f9cc859f35a5be778ae237b,pending,,,,false
knowledge_card,MVP-INF-008,不能根据外观判断猫是否感染FeLV或FIV,infectious,cat,7fc2b7ea10fb0de2c22b7a9a9a4e13c341de30a86950a7ab099269e419b1ea6d,pending,,,,false
knowledge_card,MVP-INF-009,犬发热呕吐并出现黄疸,infectious,dog,a8637794a4439e68453f5f9d15509d5c72a83f63782a510abb21a1830d724608,pending,,,,false
knowledge_card,MVP-INF-010,疑似钩端螺旋体病时的家庭防护,infectious,dog,7868c5838183b464cc7d96851b54bffc6d008b6ebd99c959ae92692eb91fa027,pending,,,,false
knowledge_card,MVP-RESP-004,猫反复咳嗽或喘鸣可能与哮喘有关,respiratory,cat,66b25622d981c9e5bad886a5d20961178861ccba351e3c7ccd6ca177bc2c18d0,pending,,,,false
knowledge_card,MVP-RESP-005,猫哮喘样发作时不能只等拍视频,respiratory,cat,c4df805d93a56dd01525560c5be6e2281b1d8740eef0611f3ddd4f11a8ac29e5,pending,,,,false
knowledge_card,MVP-RESP-006,短头犬长期打鼾和呼吸噪音不是完全正常,respiratory,dog,d0fc5f32773bd54e7ea5f0d244a8346c72c334d4090f9410f7bfc858c50a852b,pending,,,,false
knowledge_card,MVP-RESP-007,短头犬运动和高温耐受差,respiratory,dog,c7f7e1cd7a1176feeabcf60d0cea9c59746e4b47c0de901213411503fbe1ac94,pending,,,,false
knowledge_card,MVP-RESP-008,短头犬睡眠中出现憋气或频繁惊醒,respiratory,dog,34337e366cea5a0c5d59a92d79c076ee4e1afe03f6ee7ab784a592ecb7a29e23,pending,,,,false
knowledge_card,MVP-RESP-009,猫呼吸困难的原因不能只按哮喘处理,respiratory,cat,4c918ca8d661c5523afe76e85d80189be9fc7b44d2a4be355ea952d7012883cc,pending,,,,false
knowledge_card,MVP-RESP-010,如何记录犬的静息呼吸变化,respiratory,dog,381a25a6f217cf3ec9b0d72211caffb2ec9d4e8a9fae26f40fb4ac3256ea2227,pending,,,,false
knowledge_card,MVP-REPRO-001,未绝育母犬发情后精神差并喝水增多,reproductive,dog,936d186ab7d0b9651129b4f1313f5e6e863c12b8b942fc06428676f726461735,pending,,,,false
