id,version,locale,title,species,category,scope,user_phrases,owner_observable_signs,source_supported_simple_facts,questions_to_ask,safe_next_step,red_flags,retrieval_text,evidence,license_policy,commercial_use_allowed,repair_status,release_gate,review_required,index_tier,production_eligible,content_hash
MVP-GI-014,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬换粮后出现软便,"[""dog""]",gastrointestinal,simple_owner_question,"[""刚换粮就软便"", ""新粮吃了拉稀""]","[""饮食变化后粪便变软""]","[""换粮时间与软便相关不等于已经确定原因"", ""持续腹泻或伴呕吐、拒食、虚弱、便血时需要就医""]","[""软便/腹泻是从什么时候开始的？目前持续了多久？"", ""到今天为止腹泻/软便发生了几次？"", ""目前能否正常进食和饮水？""]",暂停引入任何新食物并记录当前配方和喂食比例；若软便持续，可暂时退回旧粮或改喂易消化食物，并逐步过渡；出现任一红旗表现时立即就医。,"[""反复呕吐"", ""便血"", ""精神下降"", ""无法饮水"", ""拒食/食欲废绝"", ""持续腹泻超过24-48小时""]",犬换粮后出现软便；刚换粮就软便；新粮吃了拉稀；饮食变化后粪便变软；换粮时间与软便相关不等于已经确定原因；持续腹泻或伴呕吐、拒食、虚弱、便血时需要就医；反复呕吐；便血；精神下降；无法饮水；拒食/食欲废绝；持续腹泻超过24-48小时,"[{""source_id"": ""PMC12156985"", ""title"": ""Epidemiology and clinical management of acute diarrhoea in dogs under primary veterinary care in the UK"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC12156985/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,e33f2892fa96273606313acfe08a6455c7a6f63cbaf652bc173e2e9ce992fa57
MVP-NUT-001,1.6.0-open-mvp-truth-repair-draft,zh-CN,判断猫是否超重,"[""cat""]",nutrition,simple_owner_question,"[""猫是不是太胖"", ""猫肚子很大""]","[""腰线不明显、肋骨不易触及或活动减少等脂肪堆积表现"", ""腹部异常膨大需与肥胖导致的腰围增大区分，警惕腹水、肿瘤、怀孕等可能""]","[""猫肥胖需要结合体况评分、体重趋势和肌肉状态评估""]","[""猫目前的主食、零食和每日喂食方式是怎样的？"", ""猫是否伴随呕吐、腹泻或已诊断的慢性病？"", ""猫是否已绝育或存在怀孕可能？""]",记录每月体重并让兽医进行体况和肌肉评分，不要突然大幅减食；若出现上述任一红旗表现，请立即就医或急诊。,"[""呼吸费力"", ""无法正常活动"", ""食欲下降同时快速消瘦"", ""腹部快速增大或腹胀明显"", ""腹部触诊有波动感"", ""牙龈苍白或虚弱""]",判断猫是否超重；猫是不是太胖；猫肚子很大；腰线不明显、肋骨不易触及或活动减少等脂肪堆积表现；腹部异常膨大需与肥胖导致的腰围增大区分，警惕腹水、肿瘤、怀孕等可能；猫肥胖需要结合体况评分、体重趋势和肌肉状态评估；呼吸费力；无法正常活动；食欲下降同时快速消瘦；腹部快速增大或腹胀明显；腹部触诊有波动感；牙龈苍白或虚弱,"[{""source_id"": ""PMC5534443"", ""title"": ""Feline Obesity in Veterinary Medicine: Insights from a Thematic Analysis of Communication in Practice"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5534443/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,4c12efc94315eb3c7759a49308c972bd69cc6d972b35d86bffb385f3cc6c7e50
MVP-NUT-002,1.6.0-open-mvp-truth-repair-draft,zh-CN,判断犬是否超重,"[""dog""]",nutrition,simple_owner_question,"[""狗是不是胖了"", ""狗没有腰了""]","[""肋骨难以触及、腰腹轮廓变圆或运动耐力下降""]","[""犬体况评分结合观察和触摸评估脂肪覆盖，比只看体重更有意义"", ""观察者之间可能存在差异，连续使用同一方法并由兽医确认更可靠""]","[""犬的年龄是多大？"", ""犬有哪些已确诊的疾病或长期用药？特别是内分泌疾病、慢性消化系统疾病。"", ""请描述犬的每日喂食情况：主食种类、大致喂食量、零食种类和频率，以及是否自由采食。""]",如出现运动时呼吸困难、昏厥或突然活动明显下降任一红旗，请立即停止居家体重管理并尽快就医或急诊。若没有这些红旗，可固定条件称重、记录体况照片，并与兽医制定渐进方案。,"[""运动时呼吸困难"", ""昏厥"", ""突然活动明显下降""]",判断犬是否超重；狗是不是胖了；狗没有腰了；肋骨难以触及、腰腹轮廓变圆或运动耐力下降；犬体况评分结合观察和触摸评估脂肪覆盖，比只看体重更有意义；观察者之间可能存在差异，连续使用同一方法并由兽医确认更可靠；运动时呼吸困难；昏厥；突然活动明显下降,"[{""source_id"": ""PMC11525006"", ""title"": ""Interobserver variability of assessing body condition scores in dogs"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC11525006/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,558f88a485a70d194e9e3abd0e06dd90ac708f9373fd2fec65a9e67a6bc480cf
MVP-NUT-003,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫安全减重原则,"[""cat""]",nutrition,simple_owner_question,"[""宠物怎么减肥"", ""能不能少喂一半""]","[""体重或体况持续偏高""]","[""减重需要控制总能量并持续监测；过快或随意大幅减食并不安全""]","[""猫咪最近是否出现过拒食、呕吐、腹泻或虚弱等警示症状？"", ""目前每天主食和零食的种类及大致喂食量是多少？"", ""近一个月体重是稳定、上升还是下降？""]",称量主食和零食，定期复称，由兽医根据体况和疾病风险设定计划；若出现上述任一红旗表现，请立即就医或急诊。,"[""拒食"", ""快速消瘦"", ""呕吐腹泻"", ""虚弱""]",猫安全减重原则；宠物怎么减肥；能不能少喂一半；体重或体况持续偏高；减重需要控制总能量并持续监测；过快或随意大幅减食并不安全；拒食；快速消瘦；呕吐腹泻；虚弱,"[{""source_id"": ""PMC5534443"", ""title"": ""Feline Obesity in Veterinary Medicine: Insights from a Thematic Analysis of Communication in Practice"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5534443/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a85fa1c5035c6fd7d3ea6ef3bf47db50addfec8a08c215839108f42b0f8dec3c
MVP-NUT-004,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫零食会不会影响体重,"[""cat""]",nutrition,simple_owner_question,"[""零食喂多了吗"", ""训练奖励会胖吗""]","[""正餐之外频繁获得零食或人食""]","[""总摄入量包括主食、零食和家庭成员额外投喂""]","[""猫咪目前的年龄、体重以及近期体重变化情况是怎样的？"", ""猫咪是否出现活动耐力明显下降？"", ""猫咪是否有呼吸急促、张口呼吸或呼吸困难？""]",统一家庭投喂记录，把奖励计入每日总量，并监测体重趋势。出现任一红旗（如呼吸异常、体重快速增加等）应立即就医或急诊，暂缓自行调整饮食。,"[""呼吸异常/张口呼吸/呼吸费力"", ""体重快速增加"", ""活动耐力明显下降"", ""已有慢性病""]",猫零食会不会影响体重；零食喂多了吗；训练奖励会胖吗；正餐之外频繁获得零食或人食；总摄入量包括主食、零食和家庭成员额外投喂；体重快速增加；活动耐力明显下降；已有慢性病,"[{""source_id"": ""PMC5534443"", ""title"": ""Feline Obesity in Veterinary Medicine: Insights from a Thematic Analysis of Communication in Practice"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5534443/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a5c55d8de4bb627d1d29fa8750fa435cd0575cb77311c586afacad1d19161edd
MVP-NUT-005,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫突然挑食,"[""cat""]",nutrition,simple_owner_question,"[""猫只吃某一种"", ""猫变挑食了""]","[""拒绝原有食物但可能接受气味更强的食物""]","[""猫的采食受气味、质地、环境和健康状态共同影响""]","[""猫最近24小时实际吃了多少？"", ""最近是否出现腹泻？"", ""猫是否有已知慢性病（如肾病、糖尿病、甲状腺问题等）？""]",先确认实际进食量和是否有环境压力或食物变化；若猫出现完全不吃、流口水或咀嚼疼痛、呕吐、体重下降中任一红旗，应立即就医或急诊。,"[""完全不吃"", ""流口水或咀嚼疼痛"", ""呕吐"", ""体重下降""]",猫突然挑食；猫只吃某一种；猫变挑食了；拒绝原有食物但可能接受气味更强的食物；猫的采食受气味、质地、环境和健康状态共同影响；完全不吃；流口水或咀嚼疼痛；呕吐；体重下降,"[{""source_id"": ""PMC10093350"", ""title"": ""Drivers of Palatability for Cats and Dogs—What It Means for Pet Food Development"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC10093350/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC7146962"", ""title"": ""Pain behaviors before and after treatment of oral disease in cats using video assessment: a prospective, blinded, randomized clinical trial"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC7146962/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,8235382b4c66c42933908e57962e8730768f7559bc5888c3740562647d9cd298
MVP-NUT-006,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬突然挑食,"[""dog""]",nutrition,simple_owner_question,"[""狗只吃零食不吃饭"", ""狗变挑食""]","[""拒绝主食但索要零食""]","[""适口性会影响采食，但突然改变也可能是疼痛或疾病信号""]","[""它最近24小时是否有呕吐或腹泻？"", ""它最近24小时是否有腹胀干呕、虚弱或口腔疼痛？"", ""它最近体重是否有明显下降，或是否有已确诊的慢性病？""]",记录所有食物来源并减少随意加餐；伴随不适或持续拒食时检查；若出现上述任一红旗表现，请立即就医或急诊。,"[""腹胀干呕"", ""呕吐腹泻"", ""口腔疼痛"", ""虚弱""]",犬突然挑食；狗只吃零食不吃饭；狗变挑食；拒绝主食但索要零食；适口性会影响采食，但突然改变也可能是疼痛或疾病信号；腹胀干呕；呕吐腹泻；口腔疼痛；虚弱,"[{""source_id"": ""PMC10093350"", ""title"": ""Drivers of Palatability for Cats and Dogs—What It Means for Pet Food Development"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC10093350/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC7071134"", ""title"": ""Pain and Problem Behavior in Cats and Dogs"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC7071134/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,1bcd608466e28acd9bd7b5a49ba3a91816903faa9622a7384cba5543eb522014
MVP-NUT-007,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬猫生食的风险,"[""cat"", ""dog""]",nutrition,simple_owner_question,"[""能不能喂生肉"", ""生骨肉安全吗"", ""计划或正在喂未经充分加热的肉类""]","[""呕吐"", ""腹泻"", ""便血"", ""食欲下降""]","[""生食可能带来病原传播、营养不均衡和骨头损伤风险""]","[""宠物的年龄、体重，以及当前是否处于幼年、老年、怀孕、慢性病或免疫抑制等状态？"", ""目前是否已出现呕吐或腹泻？"", ""目前是否已出现便血或吞骨后疼痛/干呕？""]",不要把生食视为无风险方案；如坚持使用，应先与兽医营养专业人员讨论。出现任一红旗症状应立即就医或急诊。,"[""呕吐腹泻"", ""便血"", ""吞骨后疼痛或干呕""]",犬猫生食的风险；能不能喂生肉；生骨肉安全吗；计划或正在喂未经充分加热的肉类；生食可能带来病原传播、营养不均衡和骨头损伤风险；呕吐腹泻；便血；吞骨后疼痛或干呕；家中有免疫脆弱成员,"[{""source_id"": ""PMC5644655"", ""title"": ""Raw Meat-Based Diets in Dogs and Cats"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5644655/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a6e503c36fe1cc768dca418f047031b61353e150a4d2148665626929ba9a507b
MVP-NUT-008,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬猫啃食骨头,"[""cat"", ""dog""]",nutrition,simple_owner_question,"[""可以喂骨头吗"", ""吞了骨头怎么办""]","[""啃咬或吞入骨头""]","[""骨头可能造成口腔、食道或胃肠道机械损伤，也可能造成梗阻""]","[""宠物目前是否出现任一红旗表现：呼吸困难、发绀、剧烈咳嗽、流涎、抓挠嘴部、吞咽困难、反复干呕、腹痛、便血或无法排便、精神萎靡？"", ""吞入的骨头是什么种类、大致大小，是生骨还是煮熟骨？"", ""骨头大概是在多久前吞入的？""]",不要继续喂骨头；若已吞入，记录骨头的种类、大小和吞入时间并联系兽医，不自行催吐。若出现任一红旗表现，立即就医或前往急诊。,"[""呼吸困难"", ""发绀"", ""剧烈咳嗽"", ""流涎"", ""抓挠嘴部"", ""吞咽困难"", ""反复干呕"", ""腹痛"", ""便血或无法排便"", ""精神萎靡""]",犬猫啃食骨头；可以喂骨头吗；吞了骨头怎么办；啃咬或吞入骨头；骨头可能造成口腔、食道或胃肠道机械损伤，也可能造成梗阻；呼吸困难；发绀；剧烈咳嗽；流涎；抓挠嘴部；吞咽困难；反复干呕；腹痛；便血或无法排便；精神萎靡,"[{""source_id"": ""PMC5644655"", ""title"": ""Raw Meat-Based Diets in Dogs and Cats"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5644655/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC3671744"", ""title"": ""Imaging Evaluation of Dogs and Cats with Dysphagia"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3671744/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,108ac5681b4a69422f2c23391fd02db585394a33be6175e91e7f5c6c21b2e0bb
MVP-NUT-009,1.6.0-open-mvp-truth-repair-draft,zh-CN,监测饮水量变化,"[""cat"", ""dog""]",nutrition,simple_owner_question,"[""最近喝水变多"", ""怎么记录喝水""]","[""饮水次数或水碗消耗量改变""]","[""饮水变化需要结合排尿、饮食类型、天气和全身状态评估""]","[""近期是否使用任何药物或保健品（如利尿剂、糖皮质激素等）？"", ""与平时相比，饮水量是明显增加、明显减少还是大致不变？请描述大概变化幅度。"", ""排尿方面，频率、尿量或排尿状态有哪些变化（如明显增加、明显减少、排尿困难或尿色异常）？""]",若出现任一红旗表现（如完全不饮水、呕吐或无法留住水、虚弱、大量饮水伴大量排尿），请立即就医/急诊，不要仅居家记录；无红旗表现时，可固定水碗和计量方式记录数日，同时记录尿量和体重，持续异常时就医检查。,"[""大量饮水伴随大量排尿"", ""呕吐或无法留住水"", ""虚弱"", ""完全不饮水""]",监测饮水量变化；最近喝水变多；怎么记录喝水；饮水次数或水碗消耗量改变；饮水变化需要结合排尿、饮食类型、天气和全身状态评估；大量饮水伴随大量排尿；呕吐或无法留住水；虚弱；完全不饮水,"[{""source_id"": ""PMC8093391"", ""title"": ""Effects of IV Fluids in Dogs and Cats With Kidney Failure"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC8093391/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC12472474"", ""title"": ""Comparative Pharmacological and Pharmaceutical Perspectives on Antidiabetic Therapies in Humans, Dogs, and Cats"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC12472474/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,4b6f456d752318532c17c5fba2acda3cabc44aee3853f77228fade492f26a4d8
MVP-NUT-010,1.6.0-open-mvp-truth-repair-draft,zh-CN,选择主食和换粮记录,"[""cat"", ""dog""]",nutrition,simple_owner_question,"[""怎么选主粮"", ""换粮需要注意什么""]","[""计划更换日常主食或已开始换粮""]","[""犬猫的营养和采食特征不同，选择应匹配物种、生命阶段和个体健康状况""]","[""宠物目前的年龄、体重以及近期体重是否有明显变化？"", ""是否已经换粮？换粮后是否出现反复呕吐、严重腹泻、面部肿胀或呼吸异常？"", ""宠物是否有慢性病或正在服药？""]",若出现反复呕吐、严重腹泻、面部肿胀或呼吸异常中任一红旗症状，立即停止新粮并急诊；无红旗症状时才逐步观察粪便、食欲和体重，慢性病宠物先咨询兽医。,"[""换粮后反复呕吐"", ""严重腹泻"", ""面部肿胀或呼吸异常""]",选择主食和换粮记录；怎么选主粮；换粮需要注意什么；计划更换日常主食；犬猫的营养和采食特征不同，选择应匹配物种、生命阶段和个体健康状况；换粮后反复呕吐；严重腹泻；面部肿胀或呼吸异常,"[{""source_id"": ""PMC10093350"", ""title"": ""Drivers of Palatability for Cats and Dogs—What It Means for Pet Food Development"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC10093350/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,7e153739dca23b4a352991ff47a52e10b5d6747976d91759999224c029aadd73
MVP-PAR-001,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫身上发现跳蚤或黑色颗粒,"[""cat""]",parasites,simple_owner_question,"[""猫有跳蚤"", ""毛里有黑点""]","[""可见跳蚤、跳蚤粪样颗粒或瘙痒""]","[""猫蚤可寄生猫和犬，环境阶段会影响持续控制""]","[""同住动物或家人是否也发现跳蚤或黑色颗粒？"", ""目前给猫用的驱虫产品是否按体重和推荐频率使用？"", ""最近是否使用过犬用驱虫产品？""]",用密齿梳检查并联系兽医选择猫可用产品，同时处理同住动物和环境；若出现任一红旗（幼猫虚弱或牙龈苍白、大面积抓伤、使用犬用驱虫产品后异常），应立即就医或急诊。,"[""幼猫虚弱或牙龈苍白"", ""大面积抓伤"", ""使用犬用驱虫产品后异常""]",猫身上发现跳蚤或黑色颗粒；猫有跳蚤；毛里有黑点；可见跳蚤、跳蚤粪样颗粒或瘙痒；猫蚤可寄生猫和犬，环境阶段会影响持续控制；幼猫虚弱或牙龈苍白；大面积抓伤；使用犬用驱虫产品后异常,"[{""source_id"": ""PMC5746801"", ""title"": ""The Biology and Ecology of Cat Fleas and Advancements in Their Pest Management: A Review"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5746801/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC8404700"", ""title"": ""Canine and Feline Parasitology: Analogies, Differences, and Relevance for Human Health"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC8404700/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,d583c9f8c959ca42f866b7be1ef263044712c1a9353c34dea3e111a31f032921
MVP-PAR-002,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬身上发现跳蚤,"[""dog""]",parasites,simple_owner_question,"[""狗有跳蚤"", ""狗身上黑点会动""]","[""可见跳蚤或持续抓咬皮肤""]","[""跳蚤是犬猫常见外寄生虫，单只动物处理可能不足""]","[""是否已使用任何跳蚤/蜱产品？如已使用，请说明产品名称、剂量和上次使用时间。"", ""狗狗年龄多大？是否幼犬？"", ""皮肤是否有大面积红肿、破溃或脓性分泌物？""]",联系兽医选择适合犬体重和健康状态的产品，并同步检查同住宠物；若出现任一红旗症状（如幼犬虚弱、牙龈苍白、皮肤大面积感染、驱虫后抽搐或流涎），应立即就医或急诊。,"[""幼犬虚弱"", ""牙龈苍白"", ""皮肤大面积感染"", ""驱虫后抽搐或流涎""]",犬身上发现跳蚤；狗有跳蚤；狗身上黑点会动；可见跳蚤或持续抓咬皮肤；跳蚤是犬猫常见外寄生虫，单只动物处理可能不足；幼犬虚弱；牙龈苍白；皮肤大面积感染；驱虫后抽搐或流涎,"[{""source_id"": ""PMC5746801"", ""title"": ""The Biology and Ecology of Cat Fleas and Advancements in Their Pest Management: A Review"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5746801/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}, {""source_id"": ""PMC8404700"", ""title"": ""Canine and Feline Parasitology: Analogies, Differences, and Relevance for Human Health"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC8404700/"", ""license"": ""CC BY"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,1438b794230e59c9900002da36e6269d02fdd6794b763c9dd649b57de7f0fabd
