card_id,title,changed_fields
MVP-GI-009,区分呕吐和反流,user_phrases；retrieval_text
MVP-GI-010,猫食欲突然下降,user_phrases；retrieval_text
MVP-GI-011,犬食欲突然下降,user_phrases；retrieval_text
MVP-GI-012,犬出现黑色柏油样便,retrieval_text
MVP-GI-013,犬便中出现鲜红色血,user_phrases；retrieval_text
MVP-GI-014,犬换粮后出现软便,user_phrases；retrieval_text
MVP-NUT-001,判断猫是否超重,user_phrases；retrieval_text
MVP-NUT-002,判断犬是否超重,user_phrases；retrieval_text
MVP-NUT-003,猫安全减重原则,user_phrases；retrieval_text
MVP-NUT-004,猫零食会不会影响体重,retrieval_text
MVP-NUT-005,猫突然挑食,user_phrases；retrieval_text
MVP-NUT-006,犬突然挑食,user_phrases；retrieval_text
MVP-NUT-007,犬猫生食的风险,user_phrases；retrieval_text
MVP-NUT-008,犬猫啃食骨头,user_phrases；retrieval_text
MVP-NUT-009,监测饮水量变化,user_phrases；retrieval_text
MVP-NUT-010,选择主食和换粮记录,user_phrases；retrieval_text
MVP-PAR-001,猫身上发现跳蚤或黑色颗粒,user_phrases；retrieval_text
MVP-PAR-002,犬身上发现跳蚤,user_phrases；retrieval_text
MVP-PAR-003,犬猫身上发现蜱虫,user_phrases；retrieval_text
MVP-PAR-004,选择驱虫产品不能只看品牌,user_phrases；retrieval_text
MVP-PAR-005,驱虫频率需要个体化,user_phrases；retrieval_text
MVP-PAR-006,粪便中看到虫体或米粒样节片,user_phrases；retrieval_text
MVP-PAR-007,多宠家庭疑似耳螨,user_phrases；retrieval_text
MVP-PAR-008,清理宠物粪便与人宠共患风险,user_phrases；retrieval_text
MVP-PAR-009,室内猫也需要评估寄生虫风险,user_phrases；retrieval_text
MVP-GRM-001,季节性掉毛还是异常脱毛,user_phrases；retrieval_text
MVP-GRM-002,猫狗皮屑增多,user_phrases；retrieval_text
MVP-GRM-003,猫狗被毛打结,retrieval_text
MVP-GRM-004,指甲过长,user_phrases；retrieval_text
MVP-GRM-005,指甲劈裂或出血,user_phrases；retrieval_text
MVP-GRM-006,散步后反复舔爪,retrieval_text
MVP-GRM-007,短头犬皮褶发红有异味,user_phrases；retrieval_text
MVP-GRM-008,洗澡后皮肤发红或瘙痒,user_phrases；retrieval_text
MVP-GRM-009,小面积表浅擦伤,retrieval_text
MVP-GRM-010,被其他动物咬伤,retrieval_text
MVP-BEH-001,猫突然在猫砂盆外排尿,user_phrases；retrieval_text
MVP-BEH-002,多猫家庭猫砂盆资源,user_phrases；retrieval_text
MVP-BEH-003,室内猫缺少合适抓挠和活动资源,user_phrases；retrieval_text
MVP-BEH-004,猫夜间异常叫喊,user_phrases；retrieval_text
MVP-BEH-005,犬独处时破坏或嚎叫,user_phrases；retrieval_text
MVP-BEH-006,犬害怕雷声和巨响,user_phrases；retrieval_text
MVP-BEH-007,犬突然出现攻击行为,user_phrases；retrieval_text
MVP-BEH-008,犬在家精力过剩,retrieval_text
MVP-BEH-009,新猫与原住猫逐步介绍,retrieval_text
MVP-UR-001,犬排尿次数明显增加,user_phrases；retrieval_text
MVP-UR-002,犬尿中带血,user_phrases；retrieval_text
MVP-UR-003,犬无法正常排尿,user_phrases；retrieval_text
MVP-UR-004,猫在外排尿先排除泌尿问题,user_phrases；retrieval_text
MVP-UR-005,犬猫饮水和排尿同时增多,user_phrases；retrieval_text
MVP-EYE-001,猫眼睛眯眼或突然发红,retrieval_text
MVP-EYE-002,猫突然撞东西或疑似视力下降,retrieval_text
MVP-EYE-003,犬眼部分泌物需结合疼痛和眼表检查,retrieval_text
MVP-EYE-004,猫少量眼鼻分泌物,user_phrases；retrieval_text
MVP-PREV-001,成年犬猫基础健康检查,retrieval_text
MVP-PREV-002,老年犬猫需要记录的变化,user_phrases；retrieval_text
MVP-PREV-003,发现皮下小肿块如何记录,retrieval_text
MVP-PREV-004,绝育或手术后切口观察,user_phrases；retrieval_text
MVP-PREV-005,接种后轻微不适与严重反应,user_phrases；retrieval_text
MVP-ANAL-001,犬频繁蹭屁股,retrieval_text
MVP-ANAL-002,肛门旁肿胀或疼痛,user_phrases；retrieval_text
MVP-MSK-004,运动后轻度跛行,user_phrases；retrieval_text
MVP-SKIN-004,猫过度舔毛,user_phrases；retrieval_text
MVP-TOX-001,猫吃植物后呕吐,user_phrases；retrieval_text
MVP-HEAT-001,犬高温天气活动预防,user_phrases；retrieval_text
MVP-RENAL-001,老年猫饮水和尿量明显增加,user_phrases；retrieval_text
MVP-RENAL-002,猫体重下降并伴食欲下降,user_phrases；retrieval_text
MVP-RENAL-003,老年猫为什么要做肾脏筛查,user_phrases；retrieval_text
MVP-RENAL-004,犬饮水和排尿持续增加,user_phrases；retrieval_text
MVP-RENAL-005,犬慢性肾病可能出现的日常变化,user_phrases；retrieval_text
MVP-RENAL-006,猫狗尿量突然明显减少,user_phrases；retrieval_text
MVP-RENAL-007,肾病宠物不能自行调整药物和处方粮,user_phrases；retrieval_text
MVP-RENAL-008,高风险品种猫的多囊肾关注点,user_phrases；retrieval_text
MVP-ENDO-001,老年猫体重下降但食欲很好,user_phrases；retrieval_text
MVP-ENDO-002,猫甲状腺功能亢进的常见日常表现,user_phrases；retrieval_text
MVP-ENDO-003,老年猫定期体检时关注甲状腺,user_phrases；retrieval_text
MVP-ENDO-004,犬变胖、怕冷并且精神下降,user_phrases；retrieval_text
MVP-ENDO-005,不能只凭肥胖或掉毛判断犬甲减,user_phrases；retrieval_text
MVP-ENDO-006,犬糖尿病常见的早期线索,user_phrases；retrieval_text
MVP-ENDO-007,猫糖尿病可能出现的日常变化,user_phrases；retrieval_text
MVP-ENDO-008,疑似糖尿病宠物出现呕吐和精神差,user_phrases；retrieval_text
MVP-ENDO-009,接受降糖治疗宠物的低血糖警示,user_phrases；retrieval_text
MVP-ENDO-010,多饮多尿不等于单一疾病,user_phrases；retrieval_text
MVP-CARD-001,犬体检发现心脏杂音但没有症状,user_phrases；retrieval_text
MVP-CARD-002,犬静息或睡眠呼吸变快,user_phrases；retrieval_text
MVP-CARD-003,犬咳嗽不一定都是心脏病,user_phrases；retrieval_text
MVP-CARD-004,猫肥厚型心肌病可能没有明显症状,user_phrases；retrieval_text
MVP-CARD-005,猫静息呼吸加快需要警惕心肺问题,retrieval_text
MVP-CARD-006,猫突然后肢疼痛或无法站立,user_phrases；retrieval_text
MVP-CARD-007,犬短暂晕厥或倒地,user_phrases；retrieval_text
MVP-CARD-008,犬心脏病药物不能因症状变化自行增减,user_phrases；retrieval_text
MVP-PH-001,犬胰腺炎可能出现哪些表现,user_phrases；retrieval_text
MVP-PH-002,犬胰腺炎不一定都有明显腹痛,user_phrases；retrieval_text
MVP-PH-003,犬长期消瘦并且粪便量多,user_phrases；retrieval_text
MVP-PH-004,犬肝胆疾病的非特异性表现,user_phrases；retrieval_text
MVP-PH-005,犬出现黄疸,user_phrases；retrieval_text
MVP-PH-006,犬腹部逐渐膨大疑似腹水,user_phrases；retrieval_text
MVP-PH-007,犬持续呕吐并伴腹部疼痛,user_phrases；retrieval_text
MVP-INF-001,未完成免疫幼犬突然呕吐腹泻,user_phrases；retrieval_text
MVP-INF-002,犬细小病毒的家庭隔离注意,user_phrases；retrieval_text
MVP-INF-003,幼犬疫苗未完成时的高风险接触,user_phrases；retrieval_text
MVP-INF-004,幼猫突然发热、呕吐和严重腹泻,user_phrases；retrieval_text
MVP-INF-005,新领养猫什么时候考虑FeLV/FIV检测,user_phrases；retrieval_text
MVP-INF-006,猫白血病病毒感染可能表现很不典型,user_phrases；retrieval_text
MVP-INF-007,猫打斗和FIV暴露风险,user_phrases；retrieval_text
MVP-INF-008,不能根据外观判断猫是否感染FeLV或FIV,user_phrases；retrieval_text
MVP-INF-009,犬发热呕吐并出现黄疸,user_phrases；retrieval_text
MVP-INF-010,疑似钩端螺旋体病时的家庭防护,user_phrases；retrieval_text
MVP-RESP-004,猫反复咳嗽或喘鸣可能与哮喘有关,user_phrases；retrieval_text
MVP-RESP-005,猫哮喘样发作时不能只等拍视频,user_phrases；retrieval_text
MVP-RESP-006,短头犬长期打鼾和呼吸噪音不是完全正常,user_phrases；retrieval_text
MVP-RESP-007,短头犬运动和高温耐受差,user_phrases；retrieval_text
MVP-RESP-008,短头犬睡眠中出现憋气或频繁惊醒,user_phrases；retrieval_text
MVP-RESP-009,猫呼吸困难的原因不能只按哮喘处理,user_phrases；retrieval_text
MVP-RESP-010,如何记录犬的静息呼吸变化,retrieval_text
MVP-REPRO-001,未绝育母犬发情后精神差并喝水增多,user_phrases；retrieval_text
MVP-REPRO-002,未绝育母犬出现脓性阴道分泌物,user_phrases；retrieval_text
MVP-REPRO-003,子宫蓄脓可能没有阴道分泌物,user_phrases；retrieval_text
MVP-REPRO-004,未绝育母猫出现发热、分泌物或腹部异常,user_phrases；retrieval_text
MVP-DERM-008,猫狗出现圆形脱毛和皮屑,user_phrases；retrieval_text
MVP-DERM-009,疑似宠物皮肤癣菌病需要注意人宠传播,user_phrases；retrieval_text
MVP-DERM-010,不能只凭照片确定猫癣或狗癣,user_phrases；retrieval_text
MVP-NEURO-001,犬猫第一次出现抽搐,user_phrases；retrieval_text
MVP-NEURO-002,宠物抽搐时应该记录什么,user_phrases；retrieval_text
MVP-NEURO-003,短时间内连续多次抽搐,user_phrases；retrieval_text
MVP-ORAL-005,猫吃东西时突然掉食或偏一侧咀嚼,retrieval_text
MVP-ORAL-006,猫牙吸收可能有哪些表现,retrieval_text
MVP-ORAL-007,猫口腔大面积发红并流口水,retrieval_text
MVP-ORAL-008,犬牙齿松动或牙龈退缩,user_phrases；retrieval_text
MVP-ORAL-009,犬猫口腔外伤或牙齿缺损伴疼痛,retrieval_text
MVP-ORAL-010,幼犬乳牙没有脱落,retrieval_text
MVP-ORAL-011,犬刷牙时牙龈出血,retrieval_text
MVP-ORAL-012,犬猫口腔里发现肿块,retrieval_text
MVP-ORAL-013,犬频繁啃硬物导致牙齿风险,retrieval_text
MVP-ORAL-014,宠物口臭突然明显加重,user_phrases；retrieval_text
MVP-DERM-011,犬皮肤出现脓疱和环形皮屑,user_phrases；retrieval_text
MVP-DERM-012,犬反复脓皮症不能只重复用药,user_phrases；retrieval_text
MVP-DERM-013,犬皮肤油腻有酸臭味,user_phrases；retrieval_text
MVP-DERM-014,犬脚趾间红肿并反复舔咬,user_phrases；retrieval_text
MVP-DERM-015,犬突然出现湿润渗液的热斑,user_phrases；retrieval_text
MVP-DERM-016,犬尾根部剧烈瘙痒和掉毛,user_phrases；retrieval_text
MVP-DERM-017,猫身体出现粟粒样小结痂,user_phrases；retrieval_text
MVP-DERM-018,猫脸部耳缘圆形脱毛结痂需检查,user_phrases；retrieval_text
MVP-DERM-019,犬皮肤反复感染时为什么要做细胞学,user_phrases；retrieval_text
MVP-DERM-020,怀疑食物过敏不能只靠一次换粮,user_phrases；retrieval_text
MVP-DERM-021,犬腹部腋下反复发红瘙痒,user_phrases；retrieval_text
MVP-DERM-022,猫接种或用药后突然脸肿或出现全身反应,user_phrases；retrieval_text
MVP-EYE-007,猫眼睛突然大量流泪并眯眼,retrieval_text
MVP-EYE-008,猫角膜溃疡需要按时复查,retrieval_text
MVP-EYE-009,短头犬眼球突出容易受伤,retrieval_text
MVP-EYE-010,犬眼睛干涩并有黏稠分泌物,retrieval_text
MVP-EYE-011,猫两只瞳孔大小突然不一样,retrieval_text
MVP-EYE-012,犬内眼角出现红色圆形组织,user_phrases；retrieval_text
MVP-EYE-013,犬眼睛突然出现蓝白色浑浊,user_phrases；retrieval_text
MVP-EYE-014,猫眼鼻分泌物不能只按颜色判断是否细菌感染,user_phrases；retrieval_text
MVP-EAR-004,犬外耳炎反复发作,user_phrases；retrieval_text
MVP-EAR-005,犬耳廓突然鼓起像水袋,user_phrases；retrieval_text
MVP-EAR-006,散步后犬单侧突然甩头需排查耳道异物,user_phrases；retrieval_text
MVP-EAR-007,猫耳缘结痂脱毛不一定只是耳螨,user_phrases；retrieval_text
MVP-EAR-008,宠物耳道疼痛时先检查再清洁,user_phrases；retrieval_text
MVP-EAR-009,耳病伴头歪或走路不稳,user_phrases；retrieval_text
MVP-PED-001,新生幼犬幼猫不吃奶,retrieval_text
MVP-PED-002,新生幼犬体重不增加,user_phrases；retrieval_text
MVP-PED-003,新生幼犬幼猫持续尖叫,user_phrases；retrieval_text
MVP-PED-004,新生幼犬幼猫身体发凉,retrieval_text
MVP-PED-005,幼犬幼猫断奶期软便,user_phrases；retrieval_text
MVP-PED-006,幼犬幼猫如何安全过渡到固体食物,user_phrases；retrieval_text
MVP-PED-007,幼犬换牙期啃咬增多,user_phrases；retrieval_text
MVP-PED-008,幼猫换牙期持续口臭或牙龈发红需检查,user_phrases；retrieval_text
MVP-PED-009,幼犬幼猫肚脐鼓包需检查,user_phrases；retrieval_text
MVP-PED-010,幼犬幼猫体重增长过慢,user_phrases；retrieval_text
MVP-PED-011,幼犬幼猫生病后疫苗是否延后,user_phrases；retrieval_text
MVP-PED-012,幼犬幼猫社会化不能忽视传染病风险,user_phrases；retrieval_text
MVP-SENIOR-001,老年犬夜间醒来走动或叫,user_phrases；retrieval_text
MVP-SENIOR-002,老年犬在熟悉环境中迷路,user_phrases；retrieval_text
MVP-SENIOR-003,老年犬突然开始在家排泄,user_phrases；retrieval_text
MVP-SENIOR-004,老年犬与家人互动明显减少,user_phrases；retrieval_text
MVP-SENIOR-005,老年猫夜间大声叫,user_phrases；retrieval_text
MVP-SENIOR-006,老年猫在熟悉家中显得迷茫,user_phrases；retrieval_text
MVP-SENIOR-007,老年宠物行为变化先排除疼痛和疾病,user_phrases；retrieval_text
MVP-SENIOR-008,老年认知变化如何做家庭记录,user_phrases；retrieval_text
MVP-REPRO-005,猫是否怀孕不能只摸肚子判断,user_phrases；retrieval_text
MVP-REPRO-006,怀孕母猫体重和食欲怎么观察,user_phrases；retrieval_text
MVP-REPRO-007,母犬妊娠期间不能自行补钙,user_phrases；retrieval_text
MVP-REPRO-008,母犬临近分娩需要准备哪些记录,retrieval_text
MVP-REPRO-009,母猫分娩时什么时候需要就医,retrieval_text
MVP-REPRO-010,母犬分娩时持续用力但没有幼犬,retrieval_text
MVP-REPRO-011,母猫产后阴道分泌物异常,user_phrases；retrieval_text
MVP-REPRO-012,哺乳母犬母猫乳房红肿疼痛,user_phrases；retrieval_text
MVP-REPRO-013,哺乳母犬突然发抖、喘气和走不稳,user_phrases；retrieval_text
MVP-REPRO-014,产后母犬不照顾幼崽,user_phrases；retrieval_text
MVP-TOX-003,犬误食巧克力或可可制品,user_phrases；retrieval_text
MVP-TOX-004,犬误食木糖醇食品,user_phrases；retrieval_text
MVP-TOX-005,犬误食葡萄或葡萄干,user_phrases；retrieval_text
MVP-TOX-006,犬猫误食洋葱蒜或葱属食物,retrieval_text
MVP-TOX-007,犬猫误食酒精或未烘烤酵母面团,user_phrases；retrieval_text
MVP-TOX-008,犬误食夏威夷果,user_phrases；retrieval_text
MVP-TOX-009,犬猫误食咖啡因制品,user_phrases；retrieval_text
MVP-TOX-010,猫接触百合花或花粉,user_phrases；retrieval_text
MVP-TOX-011,猫接触犬用含氯菊酯驱虫产品,user_phrases；retrieval_text
MVP-TOX-012,犬猫误食人用止痛药,user_phrases；retrieval_text
MVP-TOX-013,猫误食对乙酰氨基酚,user_phrases；retrieval_text
MVP-TOX-014,犬误食抗凝血灭鼠药,user_phrases；retrieval_text
MVP-TOX-015,猫舔到含苯扎氯铵的浓缩消毒剂,user_phrases；retrieval_text
MVP-TOX-016,犬猫接触成分不明的杀虫剂或化学品,user_phrases；retrieval_text
MVP-TOX-017,犬猫误食不明植物,user_phrases；retrieval_text
MVP-DX-001,化验单一项超出参考范围不等于确诊,user_phrases；retrieval_text
MVP-DX-002,红细胞或血红蛋白偏低怎么理解,retrieval_text
MVP-DX-003,猫白细胞升高不能单独证明细菌感染,user_phrases；retrieval_text
MVP-DX-004,犬ALT或ALP升高不等于肝功能衰竭,user_phrases；retrieval_text
MVP-DX-005,肌酐和尿素需要结合水合及尿液结果,user_phrases；retrieval_text
MVP-DX-006,尿比重偏低或偏高怎么理解,user_phrases；retrieval_text
MVP-DX-007,尿蛋白阳性需要确认来源和持续性,user_phrases；retrieval_text
MVP-DX-008,尿潜血阳性不一定都是膀胱出血,user_phrases；retrieval_text
MVP-DX-009,猫血糖升高需区分应激与糖尿病,user_phrases
MVP-DX-010,犬血压单次偏高需要规范复测,user_phrases；retrieval_text
MVP-MON-001,慢性肾病猫如何记录体重和食欲,user_phrases；retrieval_text
MVP-MON-002,慢性肾病宠物如何记录饮水和排尿,user_phrases；retrieval_text
MVP-MON-003,犬心脏病如何记录睡眠呼吸,user_phrases；retrieval_text
MVP-MON-004,糖尿病宠物家庭日志要记什么,user_phrases；retrieval_text
MVP-MON-005,骨关节炎宠物如何记录活动变化,retrieval_text
MVP-MON-006,犬过敏性皮肤病如何记录复发诱因,user_phrases；retrieval_text
MVP-MON-007,癫痫宠物发作日志要记录什么,user_phrases；retrieval_text
MVP-MON-008,宠物新发现肿块如何在家记录,user_phrases；retrieval_text
MVP-MON-009,犬慢病药物漏服后不要自行加倍,user_phrases；retrieval_text
V17-DOG-INF-001,犬窝咳（犬传染性呼吸道疾病）,new_card
V17-DOG-INF-002,犬细小病毒感染：居家隔离与消毒,new_card
V17-DOG-GI-001,犬便秘,new_card
V17-DOG-BEH-001,犬过度吠叫,new_card
V17-DOG-INJ-001,犬擦伤割伤的家庭处理,new_card
V17-DOG-ORAL-001,犬流口水过多,new_card
V17-DOG-END-001,犬甲状腺功能减退,new_card
V17-DOG-PAR-001,犬心丝虫预防,new_card
V17-DOG-NEU-001,犬癫痫发作的居家应对,new_card
V17-DOG-END-002,犬糖尿病的日常监测,new_card
V17-DOG-HEP-001,犬肝病日常观察,new_card
V17-DOG-HEAT-001,犬运动性中暑,new_card
V17-DOG-ANAL-001,犬肛门腺炎与脓肿,new_card
V17-DOG-GRM-002,犬洗澡后皮肤问题,new_card
V17-DOG-BEH-002,新犬到家适应,new_card
V17-DOG-DERM-002,犬体味重排查,new_card
V17-DOG-ORAL-002,犬牙周病管理,new_card
V17-DOG-PAN-001,犬胰腺炎恢复期饮食,new_card
V17-DOG-MSK-001,犬后腿无力与爬楼困难,new_card
V17-DOG-VAX-001,犬疫苗接种后不良反应观察,new_card
V17-DOG-PED-001,幼犬社会化与早期行为,new_card
V17-DOG-GDV-001,犬急性胃胀扭转警示,new_card
V17-DOG-REP-001,母犬产后乳腺炎,new_card
V17-DOG-SEN-001,犬认知障碍（脑老化）,new_card
V17-CAT-INF-001,猫鼻支（猫疱疹病毒感染）,new_card
V17-CAT-INF-002,猫瘟家庭隔离与消毒,new_card
V17-CAT-UR-001,猫应激性膀胱炎（FIC）,new_card
V17-CAT-UR-002,猫尿结石,new_card
V17-CAT-GI-001,猫便秘,new_card
V17-CAT-EYE-001,猫第三眼睑脱出（樱桃眼）,new_card
V17-CAT-RES-001,猫哮喘,new_card
V17-CAT-CAR-001,猫肥厚性心肌病,new_card
V17-CAT-PAR-001,猫绦虫与蛔虫识别,new_card
V17-CAT-DERM-001,猫跳蚤过敏性皮炎,new_card
V17-CAT-ORAL-001,猫慢性口炎,new_card
V17-CAT-REN-001,猫慢性肾病家庭护理,new_card
V17-CAT-REP-002,猫乳腺肿块,new_card
V17-CAT-VAX-001,猫疫苗后不良反应与注射部位肉瘤警示,new_card
V17-CAT-PED-001,小猫疫苗与驱虫日程,new_card
V17-CAT-BEH-001,猫应激与躲藏,new_card
V17-CAT-ORAL-002,猫牙吸收与口腔疼痛,new_card
V17-CAT-DX-001,猫多饮多尿排查,new_card
V17-CAT-END-001,猫体重下降排查,new_card
V17-CAT-SEN-001,猫认知障碍（老年猫夜叫）,new_card
